id,correct_result,runs,mean_confidence_interval_sup,RT_K,T1_I,T1_J,T1_K,U_K,U_J,U_I,U1_I,T2_K,T2_J,T2_I,mean_confidence_interval_inf,cost_std,RT_I,cost_mean,RT_J
202,True,30,0.11845865760727718,8,512,32,256,8,1,6,27,2048,128,2048,0.1143605423927228,0.005726202532219762,8,0.11640959999999999,1
203,True,30,0.22484388527097998,8,16,256,16,11,19,1,10,64,512,64,0.2182264480623533,0.00924639345576906,1,0.22153516666666664,1
204,True,30,0.13532656206957344,8,1,32,64,1,11,23,12,2048,64,1,0.1330428379304266,0.003190995436641468,1,0.13418470000000002,1
205,True,30,0.12230397102182573,8,256,16,128,1,9,19,22,2048,128,1,0.12134896231150762,0.0013344117988420552,1,0.12182646666666667,1
206,True,30,0.1898664541975289,32,64,1,64,23,19,1,12,512,1024,1,0.18826507913580454,0.0022375646982576588,1,0.18906576666666672,1
207,True,30,0.12168289225221683,1,128,32,256,1,23,5,26,512,2048,1,0.12060224108111643,0.0015099691317669013,1,0.12114256666666663,8
208,True,30,0.2145191328861527,1,32,64,32,29,24,1,2,64,256,2048,0.20862766711384723,0.008232010194357146,1,0.21157339999999997,8
209,True,30,0.111251901557541,8,32,128,32,1,16,17,11,1,2048,512,0.10799029844245894,0.004557363333844105,8,0.10962109999999997,1
210,True,30,0.2123410365699216,1,16,16,1,10,1,30,9,128,256,64,0.20711383009674494,0.007303855888881952,1,0.20972743333333327,8
211,True,30,0.3110456165923763,1,32,256,512,22,16,1,21,1024,1024,128,0.3063512500742904,0.006559330822999826,32,0.30869843333333336,1
212,True,30,0.11426648242045845,8,64,256,256,4,1,8,14,2048,1,1,0.11291565091287492,0.0018874859281300315,1,0.11359106666666668,1
213,True,30,0.2063568241844981,1,16,32,64,30,26,1,12,512,128,1024,0.20051330914883522,0.008165009728238064,1,0.20343506666666666,8
214,True,30,0.20205471556198815,8,128,32,64,3,28,1,18,1024,1024,1024,0.19674761777134517,0.0074154861970668435,1,0.19940116666666666,1
215,True,30,0.10921779145820054,8,16,16,64,26,28,1,14,256,256,1024,0.1089948752084661,0.00031147577041489857,8,0.10910633333333332,1
216,True,30,0.1149159548903099,1,16,1,512,23,2,1,21,2048,1024,2048,0.11126897844302341,0.005095836664921233,8,0.11309246666666666,8
217,True,30,0.21614201230365568,1,1,128,64,26,17,1,20,256,512,64,0.2111869876963444,0.006923542401353032,1,0.21366450000000003,8
218,True,30,0.20454189639475476,1,16,32,16,1,12,19,18,2048,1,512,0.20321130360524522,0.0018592068308824613,1,0.2038766,32
219,True,30,0.14064014669118016,8,32,16,1,1,8,27,17,1024,512,64,0.13671078664215316,0.005490404804343261,1,0.13867546666666666,1
220,True,30,0.11156006277495936,8,16,256,64,1,3,23,2,256,512,1024,0.1087513372250406,0.003924567884069106,8,0.11015569999999998,1
221,True,30,0.1870680536407878,8,64,64,64,11,1,28,1,128,512,512,0.18519127969254548,0.002622373255066658,1,0.18612966666666664,1
222,True,30,0.163704506672564,32,16,512,16,1,9,12,27,2048,1024,128,0.158824493327436,0.006818730882649643,1,0.1612645,1
223,True,30,0.19234931360254212,1,128,16,1,29,16,1,2,1,256,1024,0.1904152197307912,0.0027024650714157663,1,0.19138226666666666,8
224,True,30,0.26709522305167877,1,128,64,1,15,5,1,24,1024,512,512,0.2645713769483212,0.003526512357840251,32,0.2658333,1
225,True,30,0.12235716611946076,8,64,64,16,1,23,6,4,1,128,128,0.12049283388053922,0.00260498873957899,1,0.12142499999999999,8
226,True,30,0.20734164108924205,1,64,64,64,23,1,14,19,1,2048,2048,0.20602722557742467,0.001836602691263288,32,0.20668443333333336,1
227,True,30,0.22067642735974377,8,256,64,64,1,11,1,5,128,64,2048,0.21588190597358956,0.0066992749263550064,1,0.21827916666666666,8
228,True,30,0.12235559856908441,1,256,16,1,18,1,8,8,128,512,256,0.12127853476424892,0.0015049565870445872,8,0.12181706666666667,1
229,True,30,0.11442924874086213,8,64,64,1,15,1,10,16,1024,256,1,0.11346728459247118,0.0013441304731643022,1,0.11394826666666666,8
230,True,30,0.12103968200513343,8,16,16,128,1,27,11,24,128,256,2048,0.1198735846615333,0.001629361111669915,8,0.12045663333333337,1
231,True,30,0.32032142621822846,1,64,1,16,12,17,1,14,128,1024,512,0.31635110711510483,0.005547635952567741,32,0.31833626666666665,1
232,True,30,0.22539025915609534,1,16,64,256,1,20,30,29,512,1,128,0.21917207417723789,0.00868852745898611,32,0.2222811666666666,1
233,True,30,0.11823732187785278,8,1,256,16,1,17,16,27,1024,1,1,0.11440234478881382,0.005358525655957576,1,0.1163198333333333,8
234,True,30,0.11748252794136678,8,128,128,512,14,1,26,11,1,2048,256,0.1162692720586332,0.0016952546583527393,8,0.11687589999999999,1
235,True,30,0.21469918573656396,8,128,1,32,18,17,1,9,64,1024,2048,0.20842634759676945,0.00876489306906948,1,0.2115627666666667,1
236,True,30,0.2701431945614376,1,1,128,256,1,28,7,21,512,128,1024,0.26851887210522923,0.0022696285670175736,32,0.2693310333333334,1
237,True,30,0.14038662082869158,1,16,16,16,23,1,24,8,64,512,512,0.13570217917130845,0.0065454630424439785,8,0.1380444,1
238,True,30,0.11093140965589401,8,512,512,32,1,17,26,2,256,512,512,0.10943199034410597,0.0020951042639130554,8,0.1101817,1
239,True,30,0.11326618801539173,8,256,1,32,19,21,1,15,256,256,1024,0.11254874531794165,0.001002466249916785,8,0.11290746666666669,1
240,True,30,0.14202981337138917,1,1,256,64,1,3,10,16,2048,1,2048,0.14092818662861087,0.0015392778176794501,1,0.14147900000000002,32
241,True,30,0.14317061052201344,8,1,16,512,21,1,13,20,1024,256,128,0.1391154561446533,0.005666174338318773,1,0.14114303333333336,1
242,True,30,0.20825492120177733,1,256,256,128,10,1,27,1,256,1024,256,0.20406754546488934,0.005850924215787526,32,0.20616123333333333,1
243,True,30,0.18580938023079802,1,32,64,32,9,1,27,30,64,1,1,0.18327021976920194,0.003547910759869815,1,0.18453979999999998,1
244,True,30,0.27437140727160036,1,64,64,64,1,29,22,18,512,128,64,0.2728745260617329,0.002091557832228302,32,0.27362296666666663,1
245,True,30,0.2622774409529816,1,1,128,32,1,12,30,14,64,128,512,0.26101929238035165,0.001757982185790164,32,0.26164836666666663,1
246,True,30,0.15803115271396234,32,256,32,512,1,21,22,17,2048,1024,1024,0.15525598061937101,0.003877684409398076,1,0.15664356666666668,1
247,True,30,0.15841688038408586,1,32,1,256,9,1,21,13,1,256,128,0.1545725862825808,0.005371544104093555,1,0.15649473333333333,32
248,True,30,0.18196798828496458,1,32,128,64,1,28,18,8,128,1,512,0.18030187838170209,0.0023280172097492925,1,0.18113493333333333,32
249,True,30,0.1623886603755047,32,16,32,512,24,1,7,5,512,256,512,0.1606670729578285,0.0024055346700658634,1,0.1615278666666666,1
250,True,30,0.1223615240901169,8,16,256,16,21,1,5,16,256,1,512,0.1207793425765498,0.0022107459929977384,8,0.12157043333333335,1
251,True,30,0.12111626370488077,1,128,128,64,1,10,27,17,2048,1,1,0.11764206962845258,0.004854411815268893,8,0.11937916666666668,1
252,True,30,0.2179752323415423,32,256,512,128,29,1,2,17,128,1024,256,0.21632223432512437,0.002309696270556417,1,0.21714873333333334,1
253,True,30,0.11811886569540318,1,64,32,16,1,14,14,25,2048,2048,128,0.11681146763793017,0.0018267973630251265,8,0.11746516666666668,8
254,True,30,0.19553788672614583,1,1,1,256,5,27,1,15,2048,256,256,0.1900704466071874,0.0076395288601821204,1,0.1928041666666666,32
255,True,30,0.272788803972814,1,64,64,64,1,29,27,15,256,512,256,0.2716176626938527,0.0016364088870314624,32,0.27220323333333335,1
256,True,30,0.25528213051618487,32,256,16,16,24,30,1,20,64,128,2048,0.24899800281714846,0.00878066771163915,1,0.25214006666666666,1
257,True,30,0.12103234853956667,1,256,16,16,1,21,20,14,1024,2048,2048,0.11817465146043334,0.003992994680270267,8,0.1196035,8
258,True,30,0.1709266444280282,1,32,256,16,1,21,23,8,256,1,1024,0.16718548890530519,0.0052274309300926105,1,0.1690560666666667,1
259,True,30,0.11788119498058519,1,128,256,1,1,2,11,21,1024,2048,1024,0.11707607168608145,0.00112498034007513,8,0.11747863333333332,8
260,True,30,0.14221539074968867,1,16,128,1,1,15,12,20,2048,1024,1024,0.14129747591697803,0.001282581373203622,32,0.14175643333333335,1
261,True,30,0.1158279449054901,8,128,16,64,26,14,1,14,256,1024,1024,0.11159805509450992,0.005910328157838052,8,0.11371300000000001,1
262,True,30,0.12369010190871908,8,32,128,32,13,28,1,4,512,1024,128,0.12249143142461429,0.0016748748148908191,8,0.12309076666666668,1
263,True,30,0.17322906756914266,32,64,128,256,30,1,14,19,1024,128,128,0.171076399097524,0.0030078743539065735,1,0.17215273333333334,1
264,True,30,0.3697354830472547,32,16,16,256,9,1,28,9,1,1,64,0.3671504502860786,0.003612007073482676,1,0.36844296666666665,1
265,True,30,0.13328803890163432,1,128,16,128,6,1,6,21,1024,64,2048,0.1289997610983657,0.005991912362231831,1,0.1311439,32
266,True,30,0.1358109865590368,8,256,512,1,1,17,27,12,1024,1024,512,0.13479094677429657,0.0014252782297580432,1,0.1353009666666667,1
267,True,30,0.206858611522667,1,256,32,64,13,1,19,20,64,64,1024,0.20547898847733298,0.0019277156844306664,32,0.20616879999999999,1
268,True,30,0.14784400081759136,1,16,256,64,24,1,16,16,256,2048,512,0.1458501991824086,0.002785893361802161,32,0.14684709999999998,1
269,True,30,0.2239662015529552,1,256,512,256,1,8,30,2,2048,1024,1,0.21763646511371149,0.008844395759776674,1,0.22080133333333335,8
270,True,30,0.13866055671402353,1,32,128,1,11,1,14,25,2048,128,2048,0.13733637661930984,0.0018502465193109357,1,0.13799846666666668,32
271,True,30,0.11194283837742708,8,256,1,256,1,14,8,22,2048,1024,2048,0.10902949495590622,0.004070748040048112,8,0.11048616666666665,1
272,True,30,0.12523093523338324,8,64,256,1,1,24,15,5,2048,512,1024,0.12399913143328342,0.001721171238494945,1,0.12461503333333333,1
273,True,30,0.1931607597086074,1,16,32,16,13,6,1,13,256,512,1024,0.1886580402913925,0.0062915467181502115,1,0.19090939999999995,32
274,True,30,0.1164155378123004,8,128,256,1,29,1,2,15,1024,1024,1024,0.11554139552103297,0.001221419003545558,8,0.11597846666666668,1
275,True,30,0.30733831093739195,1,1,1,32,1,25,14,16,128,256,128,0.30105402239594126,0.00878089245306092,32,0.3041961666666666,1
276,True,30,0.1158138237969982,1,128,16,64,20,13,1,29,1,256,1,0.11517197620300182,0.0008968389431776486,8,0.11549290000000001,8
277,True,30,0.14748077803333706,8,64,1,128,10,1,27,5,1024,1,2048,0.14707428863332964,0.0005679783290075621,1,0.14727753333333335,1
278,True,30,0.12302618671994017,1,1,256,128,1,3,7,27,256,256,1024,0.12204981328005982,0.0013642642461537036,8,0.122538,1
279,True,30,0.19683720727859882,1,128,256,64,28,26,1,8,2048,512,1024,0.19140332605473453,0.007592637784649607,1,0.19412026666666668,1
280,True,30,0.12661700771852866,1,128,32,16,6,18,1,21,1024,2048,1,0.12592679228147133,0.0009644222225422514,8,0.1262719,1
281,True,30,0.19491762492027823,1,1,512,1,30,9,1,21,1,1024,1024,0.1941501084130551,0.0010724332374972762,1,0.19453386666666667,1
282,True,30,0.1232987365470357,1,256,32,16,11,1,15,20,1024,2048,2048,0.11837773011963094,0.00687600957767092,1,0.12083823333333332,8
283,True,30,0.12740622156881398,1,1,32,16,30,23,1,16,1,1024,64,0.12276271176451936,0.006488269901565098,8,0.12508446666666667,1
284,True,30,0.18448534784928758,1,64,1,512,10,20,1,10,1,64,512,0.1821858521507124,0.003213032675422602,1,0.1833356,32
285,True,30,0.19795533602083062,1,1,32,1,21,28,1,23,1024,2048,2048,0.19249939731250273,0.007623458202519086,1,0.19522736666666668,8
286,True,30,0.17225932074397046,1,64,256,16,17,1,3,11,512,256,1024,0.16606081258936287,0.008661033483110175,1,0.16916006666666666,1
287,True,30,0.1950628655061216,1,64,512,16,1,1,14,3,2048,512,1,0.1924256678272118,0.00368489591832509,32,0.1937442666666667,1
288,True,30,0.1710281258298796,1,64,128,128,1,17,25,21,1024,1,64,0.17054587417012032,0.0006738391994138243,1,0.17078699999999997,32
289,True,30,0.21888734676769428,8,1,1,32,25,9,1,18,1,2048,2048,0.21270478656563901,0.008638749774256818,1,0.21579606666666665,1
290,True,30,0.11163189147892962,8,32,64,256,1,9,20,15,512,128,1,0.10880637518773704,0.003948029202301093,8,0.11021913333333333,1
291,True,30,0.11223697766207157,1,16,64,1,11,13,1,3,1,128,1024,0.11125248900459504,0.001375603453842067,8,0.1117447333333333,1
292,True,30,0.17111129845942766,32,16,32,32,1,1,7,29,128,512,1,0.169216968207239,0.0026469042764877032,1,0.17016413333333333,1
293,True,30,0.11928653951375273,1,16,1,128,24,22,1,5,2048,2048,256,0.11781619381958058,0.0020544803638768505,8,0.11855136666666666,1
294,True,30,0.16651845204339172,32,32,32,64,1,30,24,28,2048,2048,256,0.16154268128994165,0.006952530516214143,1,0.16403056666666668,1
295,True,30,0.12530086504343968,1,64,32,16,8,1,24,4,1,1,1024,0.12518580162322696,0.00016077548182343116,8,0.12524333333333332,1
296,True,30,0.11046089316473293,1,16,512,1,9,4,1,11,1024,1,1024,0.10940417350193377,0.0014765301833089032,8,0.10993253333333335,8
297,True,30,0.17920437602979164,1,512,128,1,29,14,1,5,2048,512,2048,0.174665090636875,0.006342639518546061,1,0.17693473333333332,32
298,True,30,0.13322847662832457,1,64,16,1,1,23,10,30,64,64,256,0.12963119003834214,0.005026406165332135,1,0.13142983333333336,8
299,True,30,0.19718405854566,8,128,256,64,13,28,1,25,1,256,1,0.19206554145434002,0.007151986704872061,1,0.19462480000000001,1
300,True,30,0.14333696219768186,1,16,16,1,1,14,8,9,512,1,1024,0.14282690446898474,0.0007126919827121845,1,0.1430819333333333,32
301,True,30,0.12464129488778902,1,128,32,512,26,1,14,5,1024,256,256,0.12333777177887761,0.0018213829861460288,8,0.12398953333333332,1
302,True,30,0.11397759840943208,1,64,32,1,4,1,18,3,256,1024,128,0.1096552682572346,0.006039492929506214,8,0.11181643333333334,8
303,True,30,0.3042925096840169,1,1,16,1,1,15,30,8,256,64,2048,0.3010630236493166,0.004512486872987987,1,0.30267776666666674,32
304,True,30,0.21030722489712783,8,64,32,256,3,27,1,24,256,1024,1,0.2053507084362055,0.006925626934236512,1,0.20782896666666667,8
305,True,30,0.19235077541598258,1,256,256,1,8,25,1,19,2048,256,1024,0.18673429125068416,0.007847784692651946,1,0.18954253333333337,1
306,True,30,0.11630749046927627,8,256,64,32,1,19,5,8,512,1,2048,0.11545317619739037,0.0011937137661749391,1,0.11588033333333332,8
307,True,30,0.11429120242855838,1,64,64,64,12,1,29,18,256,128,128,0.11320813090477495,0.0015133510351387602,8,0.11374966666666667,8
308,True,30,0.11603301884562815,1,32,128,128,24,1,10,8,1024,1,2048,0.1147222478210385,0.0018315103327278535,8,0.11537763333333333,8
309,True,30,0.20742345612310176,1,64,16,512,19,6,1,5,2048,1,1024,0.20142701054356482,0.00837869607470173,1,0.2044252333333333,8
310,True,30,0.1941012065950101,32,256,16,128,30,28,1,24,1024,128,1,0.19089786007165652,0.004475962732443402,1,0.1924995333333333,1
311,True,30,0.3770554854069731,1,16,512,256,30,1,30,7,256,2048,2048,0.37492118125969376,0.0029822143040961293,1,0.3759883333333334,1
312,True,30,0.1982199641088028,1,32,512,32,1,29,1,5,256,512,128,0.19700050255786386,0.0017039256964107587,1,0.19761023333333333,1
313,False,1,inf,32,1,32,1,7,24,1,25,1,512,256,inf,inf,1,inf,1
314,True,30,0.313973563550899,1,512,1,128,1,25,19,5,1,128,1024,0.31239730311576774,0.0022024726057067964,32,0.3131854333333334,1
315,True,30,0.13118183740176345,32,512,64,128,4,1,8,1,2048,512,512,0.13024182926490321,0.0013134518410999648,1,0.13071183333333333,1
316,True,30,0.12225312291450711,1,128,128,64,12,1,1,19,1,2048,1024,0.11770587708549289,0.00635376245359131,8,0.1199795,1
317,True,30,0.11053279048536058,8,1,128,512,28,19,1,20,1,2048,1,0.10913087618130604,0.0019588627497153102,8,0.10983183333333331,1
318,True,30,0.18166230590019322,1,64,64,512,1,13,28,9,2048,1,1024,0.1781096940998067,0.0049639831049940785,1,0.17988599999999996,32
319,True,30,0.1426372457131479,1,1,512,16,1,9,2,1,2048,1024,1,0.13878688762018543,0.0053800171804764905,1,0.14071206666666666,8
320,True,30,0.12123396423582415,8,1,128,16,16,1,5,2,128,512,1024,0.12002416909750917,0.001690419039436344,1,0.12062906666666666,8
321,True,30,0.12258301290877674,1,1,256,32,18,1,24,20,1,2048,512,0.11943538709122328,0.004398105466372235,8,0.12100920000000001,8
322,True,30,0.21422721688172963,8,128,128,32,13,23,1,27,2048,1024,1,0.20882378311827032,0.00755009424554864,1,0.21152549999999998,8
323,True,30,0.12166233810003076,1,512,512,128,4,1,16,10,128,512,512,0.12003006189996925,0.002280742151142913,8,0.1208462,1
324,True,30,0.1969174393184331,1,16,1,16,30,1,19,2,1024,1,64,0.19457196068156687,0.0032772835819725264,1,0.1957447,1
325,True,30,0.12294865457034557,8,128,1,1,1,30,10,2,2048,1024,1024,0.1212256120963211,0.0024075677869769105,1,0.12208713333333333,1
326,True,30,0.11445111886639699,1,16,128,64,28,28,1,18,64,1024,1024,0.11312321446693636,0.0018554504050379656,8,0.11378716666666668,8
327,True,30,0.2193956965759981,1,64,64,16,20,1,26,28,256,64,1024,0.2174025700906686,0.0027849499903748517,1,0.21839913333333336,1
328,True,30,0.20415257381858232,8,512,32,1,12,12,1,24,2048,256,2048,0.19902875951475107,0.00715938837859461,1,0.2015906666666667,8
329,True,30,0.145307995465261,32,128,256,1,1,25,12,11,256,1024,128,0.14243433786807233,0.004015295946613263,1,0.14387116666666666,1
330,True,30,0.13014429685762452,1,1,1,16,11,1,9,21,256,2048,2048,0.12685550314237548,0.004595356136724698,8,0.1284999,1
331,True,30,0.11217973005633292,8,16,32,1,1,8,8,11,128,128,1024,0.10950600327700041,0.0037359371937380785,8,0.11084286666666666,1
332,True,30,0.19126978286989843,1,16,64,1,5,1,18,30,1,128,1024,0.18918601713010158,0.002911598144776622,1,0.1902279,32
333,True,30,0.23304453054068897,8,512,32,16,29,14,1,4,1024,128,1024,0.2274508027926443,0.00781598767200211,1,0.23024766666666663,1
334,True,30,0.1198351313375316,1,128,64,64,9,1,5,13,512,256,128,0.11663600199580168,0.004470070161144628,1,0.11823556666666664,8
335,True,30,0.11282357792176204,1,64,32,512,7,25,1,9,512,128,64,0.11180362207823791,0.0014251609406192222,8,0.11231359999999997,8
336,True,30,0.18665630360822835,1,128,16,32,20,1,28,20,512,1024,512,0.18476262972510507,0.002645987147025137,1,0.1857094666666667,32
337,True,30,0.14657182520681133,1,1,1,16,1,6,2,23,2048,512,1,0.14228204145985535,0.005994016582856237,1,0.14442693333333334,8
338,True,30,0.12275245332996132,1,16,128,16,1,4,16,15,1,2048,1,0.11948081333670532,0.004571387633846958,8,0.12111663333333332,8
339,True,30,0.14722548511159003,1,128,128,64,12,1,24,13,256,512,2048,0.1442932482217433,0.0040971474506322336,1,0.14575936666666667,32
340,True,30,0.12159388602777177,8,256,64,32,29,1,20,25,512,1,1,0.11681411397222821,0.006678666024489224,8,0.11920399999999999,1
341,True,30,0.21224262119817183,1,64,64,32,23,23,1,27,2048,2048,512,0.20795831213516147,0.005986366932362974,1,0.21010046666666665,8
342,True,30,0.2100917077568745,8,32,128,256,26,22,1,29,1024,128,512,0.20405289224312548,0.008437898613398958,1,0.2070723,8
343,True,30,0.1326080136317018,1,32,64,64,1,9,6,23,1024,2048,128,0.1297200530349649,0.004035281200307552,1,0.13116403333333335,8
344,True,30,0.12651224667921604,1,64,1,16,5,1,20,12,64,128,512,0.1254742199874506,0.0014504109229992572,8,0.12599323333333332,1
345,True,30,0.1240329351409864,1,32,1,16,28,17,1,7,64,1,2048,0.12113346485901358,0.004051363419887185,8,0.12258319999999999,8
346,True,30,0.16261618322552376,1,32,1,128,20,1,18,23,256,1024,512,0.1613574834411429,0.0017587523813456182,1,0.16198683333333333,32
347,True,30,0.20055219064589397,1,512,128,128,2,29,1,8,2048,1,512,0.197915209354106,0.0036845935655555467,1,0.19923369999999999,1
348,True,30,0.12224935345945406,1,32,128,16,1,30,15,11,1,128,1,0.11901617987387927,0.004517639403370846,8,0.12063276666666667,8
349,True,30,0.18425766563354073,1,128,64,1,6,22,1,7,128,128,512,0.1817319343664593,0.0035291464539366074,1,0.1829948,32
