id,correct_result,runs,mean_confidence_interval_sup,RT_K,T1_I,T1_J,T1_K,U_K,U_J,U_I,U1_I,T2_K,T2_J,T2_I,mean_confidence_interval_inf,cost_std,RT_I,cost_mean,RT_J
9567,True,30,0.1348625607294009,1,16,32,16,1,30,10,2,128,128,256,0.13356463927059908,0.0018135559287396309,8,0.1342136,1
9568,True,30,0.11404415917384453,1,128,1,128,18,1,9,13,512,512,512,0.11292657415948879,0.0015615759450703078,1,0.11348536666666666,8
9569,True,30,0.12232571734092713,1,1,512,512,6,1,23,16,2048,512,512,0.11771888265907286,0.0064370245929311135,1,0.1200223,8
9570,True,30,0.11497587490511525,1,128,256,256,7,1,5,24,512,1024,256,0.1109558584282181,0.0056170769547475114,1,0.11296586666666668,8
9571,True,30,0.18778495081420546,1,16,256,1,12,18,1,29,512,512,64,0.18289938251912782,0.006826492686992022,1,0.18534216666666664,1
9572,True,30,0.14085830716445116,32,256,128,1,1,17,19,23,256,512,2048,0.1395879595022155,0.0017750276943066456,1,0.14022313333333333,1
9573,True,30,0.12206659351907306,1,512,128,128,4,1,6,10,1,256,1,0.11742613981426026,0.006483999683751448,8,0.11974636666666666,1
9574,True,30,0.11012172021459438,8,64,16,256,1,17,9,16,1024,1,512,0.10747574645207225,0.0036971585389623507,8,0.10879873333333331,1
9575,True,30,0.13216917487926952,1,32,128,1,11,1,10,21,512,2048,1,0.13026015845406372,0.0026674249296944706,1,0.13121466666666662,1
9576,True,30,0.15506151318220088,1,1,512,512,11,1,11,25,1,1,64,0.1508503534844657,0.00588415699956719,1,0.1529559333333333,1
9577,True,30,0.14755322224478404,1,512,512,256,1,20,12,19,256,1,1024,0.14610204442188265,0.002027697536342362,1,0.14682763333333335,32
9578,True,30,0.12605400851042406,1,16,1,64,19,1,5,22,64,1024,256,0.12481925815624258,0.0017252883910298066,1,0.12543663333333332,8
9579,True,30,0.11992558143035141,1,1,64,1,15,1,17,3,2048,64,128,0.11840288523631524,0.0021276285183796104,8,0.11916423333333333,1
9580,True,30,0.11491116221537667,1,32,1,128,23,27,1,2,2048,2048,128,0.11196710445128996,0.004113664487480178,8,0.11343913333333332,8
9581,True,30,0.15540085278469787,32,128,64,32,3,1,16,13,512,2048,2048,0.1516249472153022,0.005275986374445381,1,0.15351290000000004,1
9582,True,30,0.3760043055617051,32,16,64,32,16,1,1,17,2048,1,512,0.3706475611049615,0.007484856346576655,1,0.3733259333333333,1
9583,True,30,0.12277762458377077,8,128,16,16,6,1,22,22,256,1,1,0.12155310874956256,0.001710987930667217,8,0.12216536666666666,1
9584,True,30,0.12586175828261414,1,128,128,16,11,1,29,9,256,128,256,0.12507437505071917,0.00110019255688367,8,0.12546806666666666,1
9585,True,30,0.1414094150205675,32,16,32,64,1,7,14,25,512,128,1,0.14052245164609914,0.0012393336094674273,1,0.14096593333333332,1
9586,True,30,0.14850721690981086,32,128,16,128,1,1,5,16,1024,1,256,0.1454330497568558,0.004295463356715885,1,0.14697013333333334,1
9587,True,30,0.39329681550519824,1,16,128,32,20,1,29,28,128,512,1,0.3918656511614683,0.001999733160254692,1,0.3925812333333333,1
9588,True,30,0.127568349882252,1,512,128,32,20,1,7,1,64,128,512,0.1241531167844147,0.004772026990237539,8,0.12586073333333334,1
9589,True,30,0.11930841965084572,8,16,512,64,9,1,25,14,64,1,64,0.11532011368248758,0.005572768587415852,8,0.11731426666666665,1
9590,True,30,0.12823088769543536,8,1,32,128,1,24,20,5,2048,512,64,0.12652164563789794,0.0023882847810836024,1,0.12737626666666665,8
9591,True,30,0.15486503123173054,1,16,64,32,1,30,14,14,2048,64,512,0.15396143543493615,0.0012625737122595579,32,0.15441323333333334,1
9592,True,30,0.1466366101918964,32,512,16,256,9,1,14,24,1024,256,1024,0.14573638980810366,0.0012578573249776763,1,0.14618650000000002,1
9593,True,30,0.11079310161938198,8,16,1,512,1,15,17,13,1,512,256,0.10679683171395139,0.005583896414293121,8,0.10879496666666669,1
9594,True,30,0.1414446076077176,1,256,1,32,1,12,22,23,1024,2048,512,0.14021899239228242,0.0017125240708770573,1,0.1408318,1
9595,True,30,0.11817378500706646,1,1,512,16,12,4,1,29,2048,1024,128,0.11705061499293354,0.0015693797373484853,8,0.1176122,8
9596,True,30,0.15509084446672364,1,128,512,1,29,1,26,17,1024,512,1,0.15359155553327644,0.0020949220892434164,1,0.15434120000000004,32
9597,True,30,0.13563970132242778,1,256,1,1,1,21,11,6,256,128,512,0.1351067653442389,0.0007446592367579199,1,0.13537323333333334,1
9598,True,30,0.31148057267614193,1,64,256,64,6,25,1,20,256,256,2048,0.30754642732385795,0.005497091198988789,32,0.30951349999999994,1
9599,True,30,0.28589642027876483,32,16,512,32,16,2,1,4,1024,1024,512,0.28102604638790185,0.006805261893972603,1,0.28346123333333334,1
9600,True,30,0.22341659358141808,8,1,64,64,19,1,2,12,256,128,256,0.21900127308524858,0.0061694262074271445,1,0.22120893333333333,1
9601,True,30,0.11063060828065166,1,64,32,256,14,1,9,18,1024,1,64,0.10749005838601505,0.004388218441336858,1,0.10906033333333336,8
9602,True,30,0.14200014175452433,8,128,256,16,30,1,20,3,64,1024,512,0.13850439157880903,0.004884531659114197,1,0.14025226666666668,8
9603,True,30,0.12443321979657791,1,1,1,64,29,20,1,27,128,1,256,0.12111318020342206,0.0046390152863152595,8,0.12277319999999999,1
9604,True,30,0.1809104111388275,1,512,512,1,13,21,1,24,256,1,512,0.1789404555278391,0.002752573858328882,1,0.1799254333333333,32
9605,True,30,0.2493813708290335,1,16,256,32,1,17,29,16,2048,1,1,0.24362482917096645,0.008043483819631062,1,0.24650309999999998,8
9606,True,30,0.11105998458057036,1,128,32,1,6,13,1,2,1024,512,1024,0.11007908208609633,0.0013705925904107645,8,0.11056953333333334,8
9607,True,30,0.21808292283025787,1,1,32,32,2,1,13,25,128,256,1024,0.21618301050307542,0.002654703982033068,32,0.21713296666666665,1
9608,True,30,0.18036567105106174,1,512,128,256,25,8,1,1,1,512,1024,0.17546006228227154,0.006854494781933645,1,0.17791286666666664,32
9609,True,30,0.12381186388408633,1,32,1,16,21,1,6,2,1024,512,1,0.123655669449247,0.00021824690655819636,8,0.12373376666666666,1
9610,True,30,0.24288747136321454,1,16,64,64,1,29,18,9,2048,1024,512,0.24081599530345216,0.0028944260563288815,1,0.24185173333333335,1
9611,True,30,0.11308281371212218,1,64,1,128,14,28,1,17,256,256,2048,0.11252858628787783,0.0007744092867039589,8,0.11280570000000001,8
9612,True,30,0.14477315584269837,1,32,128,64,1,16,2,3,2048,256,1,0.14162871082396836,0.004393661009024504,1,0.14320093333333336,1
9613,True,30,0.18344846441617318,32,1,64,16,19,1,9,6,128,64,128,0.17960880225049353,0.00536507200624765,1,0.18152863333333336,1
9614,True,30,0.11997772306131756,1,16,16,1,13,6,1,3,1,512,256,0.11704887693868245,0.0040924096092644505,8,0.1185133,8
9615,True,30,0.12454227860629075,8,64,64,32,3,23,1,8,256,256,2048,0.12291745472704257,0.002270329193947186,8,0.12372986666666666,1
9616,True,30,0.12610393313122295,8,64,128,64,1,26,6,15,256,1,256,0.12243680020211041,0.005124000855342977,1,0.12427036666666669,1
9617,True,30,0.1242359436501029,1,1,64,256,29,1,12,1,1024,256,2048,0.1224615896832304,0.0024792641607720802,8,0.12334876666666665,1
9618,True,30,0.10879959292110626,8,256,512,1,1,14,24,11,256,512,1,0.10821780707889371,0.0008129160329742964,8,0.10850869999999999,1
9619,True,30,0.163696763633671,1,16,512,16,1,18,12,21,512,1024,512,0.16049190303299563,0.004478078318008988,32,0.1620943333333333,1
9620,True,30,0.11663981775892729,8,16,256,32,1,25,7,1,256,2048,512,0.11634858224107272,0.0004069367190772203,8,0.1164942,1
9621,True,30,0.1195761646491089,1,256,128,16,1,27,21,26,512,2048,256,0.11879970201755778,0.0010849334521322287,8,0.11918793333333334,8
9622,True,30,0.1353779871683123,8,128,64,512,5,1,10,16,512,256,256,0.13492554616502103,0.0006321854518695894,1,0.13515176666666667,1
9623,True,30,0.12189170029263006,8,64,16,1,9,1,6,1,2048,256,2048,0.11896749970736999,0.004085918506284724,1,0.12042960000000003,8
9624,True,30,0.21503766468238872,32,32,32,64,14,1,11,16,2048,2048,1,0.21496693531761135,9.882852152423917e-05,1,0.21500230000000004,1
9625,True,30,0.1388253231645695,32,1,128,128,8,1,7,8,2048,1,128,0.13712894350209723,0.0023703124510400632,1,0.13797713333333336,1
9626,True,30,0.14577009388502604,1,1,16,256,24,1,18,25,2048,256,1,0.14428637278164064,0.002073169516840232,1,0.14502823333333334,1
9627,True,30,0.21147055223111613,8,32,1,32,1,29,1,15,1,64,1,0.20868784776888386,0.003888209214192741,1,0.2100792,8
9628,True,30,0.21536791296014246,8,1,256,64,26,14,1,14,2048,1024,256,0.20954908703985753,0.00813051219276293,1,0.2124585,8
9629,True,30,0.2151037214756484,1,32,16,64,2,5,1,24,64,512,1,0.21009887852435163,0.006993152432439415,1,0.21260130000000002,8
9630,True,30,0.2213982941923897,8,16,32,256,12,7,1,2,1024,64,64,0.21557170580761031,0.008141358506621196,1,0.218485,1
9631,True,30,0.2619564468490383,1,1,128,1,1,13,16,23,1024,1024,128,0.25766561981762837,0.005995474340330006,32,0.25981103333333333,1
9632,True,30,0.1233752612885299,1,1,32,1,18,1,17,25,2048,64,1024,0.12225280537813678,0.0015683819365476291,1,0.12281403333333334,8
9633,True,30,0.12325402651373826,8,512,128,32,29,1,14,21,1,128,2048,0.11833417348626171,0.0068743979583669726,8,0.12079409999999999,1
9634,True,30,0.14365628956045717,32,128,64,512,1,30,18,28,1,512,2048,0.14287397710620947,0.001093107275410585,1,0.14326513333333332,1
9635,True,30,0.12515228597086966,1,64,64,512,20,23,1,21,1024,1,1024,0.12468184736246365,0.0006573330933062451,8,0.12491706666666666,1
9636,True,30,0.12712615603489874,1,64,16,512,1,30,7,6,2048,1,128,0.12649484396510124,0.0008821178965043925,1,0.1268105,8
9637,True,30,0.1514219881231643,1,32,128,32,1,2,9,6,128,1024,512,0.147628145210169,0.005301049813847148,1,0.14952506666666665,1
9638,True,30,0.12415160992759984,1,128,16,128,28,1,13,28,128,2048,1,0.11929172340573348,0.006790608133460672,8,0.12172166666666666,1
9639,True,30,0.11514401709826748,8,128,1,1,11,1,15,23,1024,256,256,0.11412958290173254,0.0014174456697407024,1,0.11463680000000001,8
9640,True,30,0.11043605675001066,8,128,32,128,3,1,8,10,1,128,256,0.10947927658332264,0.0013368870142569603,1,0.10995766666666665,8
9641,True,30,0.15683856802336651,1,64,1,1,1,13,21,27,512,64,2048,0.15545003197663346,0.0019401696171555045,1,0.15614429999999999,32
9642,True,30,0.2028936054234762,1,32,128,128,26,11,1,23,128,512,1024,0.20105212790985713,0.0025730543553441603,1,0.20197286666666667,8
9643,True,30,0.15064500304202638,8,32,512,1,28,1,24,24,64,1,256,0.14642266362464024,0.0058997781657919605,1,0.1485338333333333,8
9644,True,30,0.2069425171981251,8,16,64,128,3,18,1,21,512,1,2048,0.2026959494685416,0.005933631831536418,1,0.20481923333333335,1
9645,True,30,0.28232192677064766,1,16,1,256,1,2,30,11,1024,1024,1,0.27538873989601903,0.00968758323261735,32,0.27885533333333334,1
9646,True,30,0.1196360795550436,8,512,32,512,9,27,1,26,512,64,1,0.11747585377828973,0.003018434003290816,8,0.11855596666666667,1
9647,True,30,0.2083608030785441,8,256,256,32,12,20,1,11,2048,1,2048,0.20429013025478926,0.00568785790805486,1,0.20632546666666668,1
9648,True,30,0.18836498592824633,32,128,64,64,1,1,28,21,256,64,512,0.18710781407175378,0.001756617442700603,1,0.18773640000000005,1
9649,True,30,0.12191528195838486,8,32,32,1,1,23,16,4,128,512,64,0.12086765137494845,0.0014638302208779396,1,0.12139146666666666,1
9650,True,30,0.12412675360322786,1,256,128,16,14,1,11,24,2048,128,512,0.12397244639677216,0.00021560992556002615,1,0.12404960000000001,1
9651,True,30,0.3318892884025033,1,32,1,256,1,18,23,21,1024,1,512,0.32610371159749674,0.008084053965472193,32,0.3289965,1
9652,True,30,0.10830140263406449,8,1,64,512,11,1,9,14,2048,128,1024,0.10552153069926887,0.0038842513884774364,1,0.10691146666666668,8
9653,True,30,0.15350275206337577,8,1,1,1,1,17,28,19,1,128,64,0.15061011460329088,0.0040418160743518365,1,0.15205643333333332,8
9654,True,30,0.12169520132262732,1,32,256,128,1,13,28,25,2048,512,1024,0.11857266534403937,0.004363048009005735,8,0.12013393333333335,1
9655,True,30,0.14920762775052634,32,256,256,128,1,17,26,13,256,1024,2048,0.14776003891614023,0.0020226827248868164,1,0.1484838333333333,1
9656,True,30,0.22514940809440434,1,64,16,256,30,1,22,5,1024,512,64,0.22362852523892904,0.002125094781938498,1,0.2243889666666667,1
9657,True,30,0.11660089721450446,8,1,512,512,11,1,8,4,512,2048,1,0.1155290361188289,0.0014976869606904578,1,0.11606496666666669,1
9658,True,30,0.22962099652987522,1,1,256,32,12,1,21,17,256,256,2048,0.22799167013679145,0.0022766204534109082,32,0.22880633333333333,1
9659,True,30,0.23952215398378232,1,1,32,256,1,18,19,4,1024,1,1024,0.23892284601621774,0.0008373992974282507,32,0.23922250000000003,1
9660,True,30,0.12216526744772084,8,32,16,256,22,1,25,18,1,2048,1,0.11931726588561249,0.0039794473563828205,8,0.12074126666666667,1
9661,True,30,0.2248749760596733,8,256,128,16,15,21,1,13,64,1024,1,0.21951789060699342,0.0074853328123886545,1,0.22219643333333336,1
9662,True,30,0.19758679152749226,1,64,256,32,22,1,5,4,2048,1,128,0.19458160847250772,0.004199073456529825,32,0.1960842,1
9663,True,30,0.24690853708780885,1,512,1,128,12,6,1,17,128,128,1,0.24356812957885776,0.004667474908579822,32,0.2452383333333333,1
9664,True,30,0.22429401154243073,8,32,512,512,24,1,21,24,1,1024,256,0.22069005512423595,0.005035725763537524,1,0.22249203333333334,1
9665,True,30,0.14456165024437176,32,64,16,64,1,11,20,5,64,128,128,0.13928754975562815,0.007369379822843532,1,0.14192459999999996,1
9666,True,30,0.14711606146867118,8,128,512,128,4,1,27,24,512,512,1,0.1463360718646622,0.0010898616099711401,1,0.14672606666666668,8
9667,True,30,0.13712350501123427,1,512,128,256,1,15,11,11,1024,256,512,0.13699362832209905,0.00018147372322796995,1,0.13705856666666666,32
9668,True,30,0.1208961738334881,8,1,32,16,1,20,11,18,1,128,1,0.12079895949984525,0.000135835361948042,8,0.12084756666666667,1
9669,True,30,0.1106968799042871,8,1,256,512,14,1,8,1,512,1024,64,0.10721518676237958,0.004864890087715812,1,0.10895603333333334,8
9670,True,30,0.12279204611475233,8,1,16,128,1,19,28,18,1,128,128,0.12157442055191431,0.0017013603122860907,8,0.12218323333333332,1
9671,True,30,0.19576365966246204,1,256,128,1,22,20,1,25,64,128,2048,0.1910704070042046,0.006557774452171683,1,0.19341703333333332,32
9672,True,30,0.2040800607265023,1,16,128,128,11,1,18,7,2048,1024,1024,0.1986828726068311,0.007541367350524411,1,0.2013814666666667,8
9673,True,30,0.11908868270751566,8,64,128,64,1,30,29,2,1024,1,512,0.1153182506258176,0.005268338395442049,8,0.11720346666666663,1
9674,True,30,0.17415946535999896,1,32,1,16,1,28,22,17,128,1024,2048,0.17193060130666785,0.0031143406951641573,1,0.1730450333333334,8
9675,True,30,0.2176345413945695,1,64,1,64,6,9,1,30,512,256,1,0.21393399193876378,0.005170693002769445,1,0.21578426666666664,8
9676,True,30,0.17173766556546505,1,32,128,1,28,1,30,26,1024,2048,128,0.170639134434535,0.00153495239014114,1,0.17118840000000002,32
9677,True,30,0.21556952615895586,1,512,16,16,15,12,1,10,1024,1024,1,0.20996260717437748,0.007834419484698419,1,0.21276606666666667,1
9678,True,30,0.14693556219560225,1,512,1,1,1,1,2,9,128,1024,512,0.14132617113773108,0.00783787365609378,1,0.14413086666666666,32
9679,True,30,0.12612594860976079,1,128,64,256,27,25,1,1,1,256,256,0.12198271805690582,0.005789241161173215,8,0.12405433333333331,1
9680,True,30,0.12810344942636465,1,32,64,1,1,8,6,7,128,64,2048,0.1263976839069687,0.0023834270939599176,1,0.12725056666666668,1
9681,True,30,0.11346445275004607,1,16,256,128,6,1,7,29,512,1024,2048,0.1090474139166206,0.006171827200720671,8,0.11125593333333333,8
9682,True,30,0.17239148801337592,1,256,32,1,1,2,28,13,1024,64,1024,0.16933464531995743,0.004271256286178836,1,0.17086306666666667,8
9683,True,30,0.22119249650100967,1,16,512,64,1,17,28,29,1,2048,2048,0.21487023683232367,0.008833948639513116,1,0.21803136666666667,32
9684,True,30,0.12358371507549683,1,64,64,16,1,7,28,20,128,1024,512,0.12264061825783652,0.0013177675840433914,8,0.12311216666666668,1
9685,True,30,0.1586493428782637,1,32,128,16,9,1,21,28,128,2048,128,0.15834692378840298,0.0004225632681097071,1,0.15849813333333335,8
9686,True,30,0.13171037771433133,1,32,64,16,1,6,5,3,1,512,1,0.13141675561900198,0.0004102714291241283,1,0.13156356666666666,8
9687,True,30,0.1604815198737601,32,128,64,128,29,1,13,26,2048,1024,512,0.1595246801262399,0.0013369702651891697,1,0.1600031,1
9688,True,30,0.1266052809635308,1,1,16,32,1,6,10,19,1024,1,1024,0.12582405236980254,0.0010915928219299028,1,0.12621466666666667,1
9689,True,30,0.189742639432331,1,64,1,1,27,25,1,30,2048,256,2048,0.18479742723433562,0.006909831746544598,1,0.1872700333333333,1
9690,True,30,0.13503392854389826,1,128,32,256,22,1,7,14,256,256,1024,0.13394773812276842,0.001517708998970343,1,0.13449083333333334,1
9691,True,30,0.12055752958269783,1,1,512,128,1,18,12,29,512,512,512,0.1196702037506355,0.001239840063162269,8,0.12011386666666667,8
9692,True,30,0.11557646243933531,1,32,64,16,4,14,1,18,512,512,128,0.11442493756066471,0.0016089993401697418,8,0.11500070000000001,1
9693,True,30,0.2669587116338021,1,1,256,16,1,13,30,13,1024,1,1,0.265088888366198,0.0026126612281988175,32,0.26602380000000003,1
9694,True,30,0.13395062302268196,32,32,128,128,1,14,6,8,1,1,512,0.1302946436439847,0.005108416254791912,1,0.13212263333333332,1
9695,True,30,0.11415464037242447,1,16,64,256,17,13,1,18,256,64,2048,0.11135809296090883,0.0039075516501882466,8,0.11275636666666665,1
9696,True,30,0.16111060458604756,1,32,128,32,30,1,29,17,1,1,128,0.15833099541395249,0.003883884236173885,1,0.15972080000000002,32
9697,True,30,0.15183062136387265,1,64,64,1,1,24,17,5,256,1,1024,0.14764064530279397,0.0058545575892252994,1,0.1497356333333333,8
9698,True,30,0.12497181478754965,1,256,16,32,27,7,1,25,1024,128,2048,0.12376751854578369,0.0016827355572268498,8,0.12436966666666667,1
9699,True,30,0.16813186843663935,8,64,128,64,8,1,30,10,128,128,64,0.16617793156336064,0.002730191242996234,1,0.1671549,1
9700,True,30,0.119570954637248,8,64,256,32,4,1,24,24,2048,512,256,0.11853091202941866,0.0014532277163457755,8,0.11905093333333333,1
9701,True,30,0.21188934261155246,1,16,64,256,6,1,2,12,512,256,128,0.2094316573884475,0.003434067275112705,1,0.21066049999999997,1
9702,True,30,0.11445619305938277,1,32,256,1,29,2,1,28,512,512,1024,0.11027000694061724,0.005849261989630259,8,0.11236310000000001,8
9703,True,30,0.17637070682950698,1,256,32,512,1,25,27,1,512,512,1,0.17468249317049309,0.0023589022814295107,1,0.17552660000000003,32
9704,True,30,0.12082944293315404,1,32,16,16,1,11,1,29,1,256,1024,0.11944115706684597,0.0019398200457774433,8,0.1201353,8
9705,True,30,0.11215720939359955,8,1,512,256,27,1,14,7,256,2048,256,0.11198025727306715,0.0002472511453742694,1,0.11206873333333335,8
9706,True,30,0.18703092861716386,32,256,256,1,24,23,1,28,2048,1024,1024,0.18285040471616937,0.005841350302417715,1,0.18494066666666661,1
9707,True,30,0.17784627782076468,1,64,1,1,28,14,1,15,1024,1,2048,0.17193878884590197,0.008254399048318957,1,0.17489253333333332,1
9708,True,30,0.22058937649192378,32,16,256,16,25,1,14,16,256,1,1024,0.21486729017474288,0.007995340160924291,1,0.21772833333333333,1
9709,True,30,0.11015005776416632,8,64,128,64,1,5,12,9,64,128,1024,0.10928020890250036,0.0012154198926936945,8,0.10971513333333334,1
9710,True,30,0.2286540581994535,1,16,64,32,8,19,1,29,1,1,2048,0.2246223418005464,0.0056334249878145426,32,0.22663819999999996,1
9711,True,30,0.18084699848887,32,64,256,128,25,1,3,15,512,512,128,0.1764454681777967,0.006150157497621953,1,0.17864623333333335,1
9712,True,30,0.15171023949284018,1,64,1,128,21,1,27,23,128,1,512,0.15083282717382646,0.0012259881384236778,1,0.15127153333333332,1
9713,True,30,0.13058450457677195,8,64,16,512,24,1,13,6,2048,2048,256,0.12942989542322803,0.0016133089268126329,1,0.1300072,8
9714,True,30,0.190640875416654,32,128,128,128,20,18,1,11,1,512,128,0.18621125791667928,0.006189403083407066,1,0.18842606666666664,1
9715,True,30,0.2103151265755402,1,16,32,512,1,5,26,27,512,2048,512,0.20589834009112662,0.0061714745992257685,1,0.2081067333333334,8
9716,True,30,0.12471593463832453,1,64,128,32,1,25,10,8,256,512,64,0.12435939869500881,0.0004981795080312106,8,0.12453766666666667,1
9717,True,30,0.19800090570885553,1,64,128,128,27,21,1,19,256,128,1024,0.19306809429114447,0.006892504420262154,1,0.1955345,32
9718,True,30,0.10948073725258207,8,128,16,1,15,3,1,24,1024,128,256,0.10571539608075127,0.005261224983679077,8,0.10759806666666667,1
9719,True,30,0.12238613330181923,8,16,128,32,2,1,27,10,1,256,1024,0.12085553336484746,0.0021386722373680556,8,0.12162083333333334,1
9720,True,30,0.11970968559260069,1,32,512,128,1,13,21,28,512,512,1,0.11862344774073262,0.0015177752728546112,8,0.11916656666666665,1
9721,True,30,0.14126779145381163,32,32,64,1,1,25,7,16,64,2048,128,0.13701874187952168,0.005937099656304321,1,0.13914326666666665,1
9722,True,30,0.20596016356004349,8,16,256,32,1,10,21,10,512,1,64,0.19920156977328984,0.009443628309547602,1,0.20258086666666666,8
9723,True,30,0.12758696472550843,32,32,64,512,1,19,4,12,1,64,128,0.1264473019411583,0.0015924247074473874,1,0.12701713333333337,1
9724,True,30,0.15609052368700999,1,64,64,256,4,1,19,3,1,128,256,0.15463060964632336,0.0020399044533724823,1,0.15536056666666667,1
9725,True,30,0.11556935736708872,1,16,32,64,18,22,1,25,1024,256,512,0.11332757596624461,0.0031323898090045497,8,0.11444846666666667,8
9726,True,30,0.12837222416889557,8,1,1,1,1,6,25,7,1,128,1024,0.12690844249777108,0.00204530860480488,1,0.12764033333333333,8
9727,True,30,0.2713778801593096,32,16,128,64,26,2,1,27,1024,256,64,0.27084651984069036,0.0007424576037278676,1,0.27111219999999997,1
9728,True,30,0.12290927843156281,1,1,64,64,1,14,27,23,128,1,256,0.11940005490177057,0.004903357668192501,8,0.12115466666666669,8
9729,True,30,0.20768051053473816,1,32,32,1,23,21,1,17,64,1,512,0.2025838227985952,0.007121485046829926,1,0.20513216666666667,1
9730,True,30,0.12707576759808525,32,128,128,64,1,9,9,25,512,2048,1024,0.1257629657352481,0.0018343479764997917,1,0.12641936666666667,1
9731,True,30,0.18968498810795864,1,64,32,512,3,1,16,20,2048,128,2048,0.18859847855870804,0.0015181549093847065,32,0.18914173333333334,1
9732,True,30,0.15839924026801752,1,1,256,256,17,1,29,18,2048,256,1024,0.1575984930653158,0.0011188657272235831,1,0.15799886666666665,8
9733,True,30,0.12162594020877951,1,64,32,16,20,5,1,8,64,128,64,0.11747092645788718,0.005805705553926144,8,0.11954843333333334,1
9734,True,30,0.15320543082949742,8,256,64,512,9,1,27,6,2048,512,512,0.1518448358371692,0.0019011282217555854,1,0.1525251333333333,1
9735,True,30,0.14307860000921138,8,32,128,64,1,21,11,7,1,512,1024,0.13807566665745527,0.0069904841927357865,1,0.14057713333333333,8
9736,True,30,0.12096984505636017,8,512,128,32,6,29,1,2,128,1024,1,0.11958022161030653,0.0019416890153220272,8,0.12027503333333335,1
9737,True,30,0.11835049052097774,8,1,32,64,1,25,18,11,256,512,2048,0.11697790947902223,0.0019178760543893329,8,0.11766419999999998,1
9738,True,30,0.12604953276804828,1,128,32,128,8,1,9,19,2048,1,1,0.12275413389861839,0.004604585367387118,8,0.12440183333333334,1
9739,True,30,0.28594740841531463,8,64,128,1,9,2,1,20,512,256,1,0.2806513249180187,0.007400096177227849,1,0.28329936666666666,1
9740,True,30,0.1507719351617328,8,32,64,1,6,1,28,6,2048,256,64,0.14955559817160055,0.0016995598191557979,1,0.15016376666666667,8
9741,True,30,0.17299926381566597,8,64,1,1,26,1,30,24,256,1024,1024,0.16907080285100065,0.005489148534355963,1,0.1710350333333333,1
9742,True,30,0.11987698133204551,1,1,16,32,21,5,1,7,1,256,1024,0.11851048533462112,0.001909373561028737,8,0.11919373333333332,8
9743,True,30,0.20143950777744288,8,64,16,32,2,1,25,22,128,256,64,0.1973122922225571,0.005766863771294296,1,0.1993759,1
9744,True,30,0.12078629914627952,1,32,16,64,3,5,1,29,128,2048,128,0.11695203418705381,0.005357530613279053,8,0.11886916666666666,8
9745,True,30,0.11469959108600827,1,32,16,256,10,1,30,27,1,1,2048,0.10987120891399171,0.006746587826943831,8,0.1122854,8
9746,True,30,0.1559033406429825,8,64,32,16,1,25,22,30,2048,128,512,0.1545481926903508,0.0018935171979385045,1,0.15522576666666665,8
9747,True,30,0.14498148550548343,8,128,128,64,19,1,13,2,2048,1,1024,0.14295904782784988,0.002825905848081678,1,0.14397026666666665,1
9748,True,30,0.12158585350474448,1,128,1,16,20,1,7,22,64,1,1024,0.12045374649525552,0.0015818671962799739,1,0.1210198,8
9749,True,30,0.11765475799269813,1,32,1,64,19,19,1,7,1,64,128,0.11427710867396858,0.0047195120364527336,8,0.11596593333333335,1
9750,True,30,0.14566706895894113,32,256,128,16,1,6,19,16,512,1,256,0.14164466437439224,0.005620413802875688,1,0.1436558666666667,1
9751,True,30,0.20205430860940904,1,1,128,64,1,3,30,5,512,1,2048,0.20034429139059096,0.002389367896187889,32,0.2011993,1
9752,True,30,0.11831487080920365,8,32,32,512,17,1,3,28,2048,128,128,0.1169509291907964,0.0019058043857297284,8,0.11763290000000003,1
9753,True,30,0.1314772645847311,1,512,32,128,1,17,4,25,256,1024,1,0.13131760208193557,0.00022309275848599253,1,0.13139743333333334,32
9754,True,30,0.21285281789966648,32,32,1,16,16,24,1,12,1,2048,1,0.20645384876700018,0.008941133016694372,1,0.20965333333333333,1
9755,True,30,0.13789705117091564,8,32,1,16,1,29,12,20,256,512,1024,0.13406014882908443,0.00536121576759103,1,0.13597860000000003,8
9756,True,30,0.22783593984434555,1,512,16,512,14,1,21,16,1024,2048,1024,0.22546399348898785,0.003314266318843767,32,0.2266499666666667,1
9757,True,30,0.14980286313724275,32,16,64,16,1,17,16,8,1,2048,256,0.1483186701960905,0.0020738288049456325,1,0.14906076666666662,1
9758,True,30,0.14519704191602395,1,32,128,64,15,1,23,13,64,128,256,0.14107055808397606,0.005765841351731189,1,0.1431338,8
9759,True,30,0.11519486827964871,8,64,1,16,1,3,10,8,1024,128,256,0.11207279838701796,0.004362396757772293,8,0.11363383333333334,1
9760,True,30,0.11611913630694103,8,16,64,128,24,1,5,19,128,64,1,0.11492433035972567,0.0016694749860027528,8,0.11552173333333335,1
9761,True,30,0.2690652858740937,1,256,32,64,29,11,1,9,1024,2048,1024,0.2644609141259064,0.006433583192125519,32,0.26676310000000003,1
9762,True,30,0.1496078521243636,32,256,128,32,1,27,17,8,128,1024,512,0.14862741454230302,0.0013699429789431241,1,0.1491176333333333,1
9763,True,30,0.13342671930419442,1,256,512,1,1,29,8,8,256,1,1024,0.13040908069580553,0.004216477316038434,8,0.13191789999999998,1
9764,True,30,0.12548292231504535,1,128,1,64,25,1,2,17,1024,1,256,0.12299614435162132,0.003474717894864112,8,0.12423953333333333,1
